,Performance Record,ADNI,AP,ARH,MDNI,MaxSur,MinSur,AvgSur,Day,Julian_date,date
962,4,361.83,0,47.33,909,95.2,72.3,83.01,107,197,07-16
963,4,334.42,0,49.58,908,95,75.7,84.3,108,198,07-17
964,4,170.54,0.01,81.63,617,89.9,68.9,75.24,109,199,07-18
965,4,378.29,0,77.04,909,92.9,66.7,77.06,110,200,07-19
966,4,381.67,0,49.38,920,98.9,71.6,83.78,111,201,07-20
967,4,310.17,0,42.71,925,97.7,67.3,85.16,112,202,07-21
968,4,231.83,0,69.17,847,90.6,72,79.83,113,203,07-22
969,4,373.29,0,64.04,907,90.4,69.1,78.88,114,204,07-23
970,4,117.21,0,61.54,631,94.2,72.5,82.03,115,205,07-24
971,4,180.75,0,80.25,748,89.3,68.7,76.32,116,206,07-25
972,4,190.54,0,71.17,774,89.4,66.5,76.78,117,207,07-26
973,4,371.42,0,60.5,918,99.7,69.1,82.03,118,208,07-27
974,4,220.71,0.01,48.63,686,98,72.1,84.53,119,209,07-28
975,4,142.33,0,55.79,617,91.2,68.8,78.76,120,210,07-29
976,4,365.92,0,74.08,926,92.8,60.6,73.61,121,211,07-30
977,4,300.63,0,58.67,904,99.6,66.4,80.78,122,212,07-31
978,4,380.08,0,48.46,924,97.8,68.7,81.19,123,213,08-01
979,4,368.88,0,53,911,107.7,70.2,84.01,124,214,08-02
980,4,372.92,0,24.67,895,106.7,80.8,94.65,125,215,08-03
981,4,316.13,0,24.83,849,108.6,80.6,94.41,126,216,08-04
982,4,236.17,0,51.58,845,104.5,71.6,82.59,127,217,08-05
983,4,136,0,57.96,495,85.3,61.3,73.95,128,218,08-06
984,4,234.29,0,54.33,806,90.4,63.8,75.49,129,219,08-07
985,4,362.92,0,57,921,90.2,53.4,72.31,130,220,08-08
986,4,11.96,0.06,71.38,285,86.8,61.8,69.16,131,221,08-09
987,4,282.21,0,71.25,892,87,56.1,69.02,132,222,08-10
988,4,245.25,0,63.5,845,86.1,64.8,74.63,133,223,08-11
989,4,333.54,0,58.92,917,89.9,64.2,75.57,134,224,08-12
990,4,247.17,0,48.58,689,96.7,62.2,77.22,135,225,08-13
991,4,236.88,0,43.67,819,92.2,67.6,78.94,136,226,08-14
992,4,197.17,0,54.83,822,87.4,61,73.98,137,227,08-15
993,4,357.25,0,56.5,928,89.4,55.4,71.93,138,228,08-16
994,4,362.63,0,56.75,935,88.5,50.7,68.84,139,229,08-17
995,4,330.21,0,41.25,930,88,59.5,74.03,140,230,08-18
996,4,317.25,0,54,929,86.5,53.1,71.09,141,231,08-19
997,4,300.96,0,50.88,923,86.1,54.9,72.88,142,232,08-20
998,4,339.42,0,63,908,87.3,57.7,73.35,143,233,08-21
999,4,343.17,0,57.96,917,98.8,69.1,80.46,144,234,08-22
1000,4,341.13,0,31.88,930,97.6,64.4,78.46,145,235,08-23
1001,4,45.42,0,32.13,320,86.4,61.1,70.72,146,236,08-24
1002,4,289.08,0,36.29,836,86,53.8,69.58,147,237,08-25
1003,4,341.13,0,49.42,923,86.9,56.5,71.46,148,238,08-26
1004,4,332.96,0,53.92,905,95.3,61.3,76.08,149,239,08-27
1005,4,190.08,0,48.13,773,93.5,75.7,82.98,150,240,08-28
1006,4,347,0,28.58,963,93.8,55.8,74.83,151,241,08-29
1007,4,349.63,0,26.42,956,92.3,57.9,74.84,152,242,08-30
1008,4,280.96,0,38.25,902,94.3,66.6,79.3,153,243,08-31
1009,4,325.54,0,46.67,911,93.6,73.2,83.07,154,244,09-01
1010,4,24.58,0.01,68.33,346,90,54.7,72.56,155,245,09-02
1011,4,224.25,0,45.79,858,71.6,53.6,62.58,156,246,09-03
1012,4,341.04,0,51.75,954,77.1,51.4,63.06,157,247,09-04
1013,4,59.92,0,45.83,298,78.1,48.2,60.55,158,248,09-05
1014,4,93.5,0.01,82.71,702,69.4,44.2,55.4,159,249,09-06
1015,4,283.13,0,77.42,916,80.1,48.9,61.28,160,250,09-07
1016,4,32.63,0.05,73.46,364,72,47.3,56.46,161,251,09-08
1017,4,336.25,0,69.42,959,71.4,37.8,53.67,162,252,09-09
1018,4,73.08,0,64.5,599,77.4,56.3,64.52,163,253,09-10
1019,4,0.04,0.01,87.79,1,75.9,68.5,70.52,164,254,09-11
1020,4,0,0.06,97.33,0,70.9,63.3,65.72,165,255,09-12
1021,4,272.79,0,79.17,862,81.8,63.5,69.15,166,256,09-13
1022,4,239.46,0,51.75,865,73.8,55.4,64.05,167,257,09-14
1023,4,325.67,0,42.42,972,75.4,44.8,59,168,258,09-15
1024,4,324.17,0,45.79,944,82.5,53.2,65.03,169,259,09-16
1025,4,321.71,0,52.42,943,82.7,56.8,69.36,170,260,09-17
1026,4,311.13,0,60.92,936,80.1,56.7,67.45,171,261,09-18
1027,4,325.04,0,64.79,929,79,56.1,67.47,172,262,09-19
1028,4,322.21,0,64.67,936,81.5,54.5,67.23,173,263,09-20
1029,4,303.38,0,64.5,927,82.3,58.3,69.25,174,264,09-21
1030,4,163.13,0,63.42,811,84.6,66.2,72.58,175,265,09-22
1031,4,212.75,0,62.21,869,83.5,66.7,73.49,176,266,09-23
1032,4,306.21,0,75.63,855,84.4,59.5,71.31,177,267,09-24
1033,4,307,0,70.88,905,85.4,64.2,73.01,178,268,09-25
1034,4,315.04,0,57.71,923,86.1,63,73.68,179,269,09-26
1035,4,311.25,0,62.83,913,83.7,62.4,72.81,180,270,09-27
1036,4,304.75,0,65.79,909,87.3,58.3,71.58,181,271,09-28
1037,4,334.96,0,46.29,975,80.1,59.9,70.63,182,272,09-29
1038,4,313.54,0,35.54,959,74.6,48.9,59.96,183,273,09-30
1039,4,321.17,0,40.75,956,67.5,51.7,60.08,184,274,10-01
1040,4,321.71,0,51.25,956,73.4,44.8,56.5,185,275,10-02
1041,4,81.79,0,47.13,707,72.5,49.8,61.49,186,276,10-03
1042,4,201.58,0,53.92,868,76.6,56.5,65.49,187,277,10-04
1043,4,148.38,0,53.83,779,84.9,65.7,72.41,188,278,10-05
1044,4,22.17,0.01,66.33,223,74.5,65.5,69.4,189,279,10-06
1045,4,226.46,0.01,69.63,944,66.9,49.8,59.93,190,280,10-07
1046,4,300.58,0,41.92,946,77.3,44.8,58.11,191,281,10-08
1047,4,296,0,45.29,950,73.1,51.4,61.66,192,282,10-09
1048,4,283.5,0,54.33,929,78.6,59.4,66.51,193,283,10-10
1049,4,140.67,0,61.42,832,79.8,62.8,69.02,194,284,10-11
1050,4,4.88,0,69.04,117,73.7,65.6,70.25,195,285,10-12
1051,4,0,0.05,84.42,0,70.6,44.8,58.12,196,286,10-13
1052,4,12.54,0.02,83.29,198,50.7,40.7,46.13,197,287,10-14
1053,4,210.63,0.03,81.08,912,57.1,45.7,49.28,198,288,10-15
1054,4,298.33,0,52.88,972,58.4,38.5,46.8,199,289,10-16
1055,4,269.5,0,67.38,908,61.6,45.4,51.64,200,290,10-17
1056,4,281.71,0,80.88,922,63.4,38.5,49.27,201,291,10-18
1057,4,279.21,0,66.83,918,70.9,52.9,59.31,202,292,10-19
1058,4,98.83,0,67.17,671,62,52.6,58.04,203,293,10-20
1059,4,0,0.02,60.21,0,57,46.3,50.02,204,294,10-21
1060,4,0,0.04,93.79,0,58.4,48.1,52.3,205,295,10-22
1061,4,4,0.01,91.33,96,47.8,38.9,42.47,206,296,10-23
1062,4,8.29,0,91.58,82,47,38,42.58,207,297,10-24
1063,4,275.33,0,78.71,926,63.5,38.5,46.93,208,298,10-25
1064,4,245.71,0,52.67,978,55.8,43.1,50.01,209,299,10-26
1065,4,292.54,0,39.5,979,43.6,30.8,36.6,210,300,10-27
1066,4,287.63,0,41.67,976,52.7,27.5,37.03,211,301,10-28
1067,4,270.71,0,62.92,931,63.8,36.6,46.98,212,302,10-29
1068,4,208.67,0,65.54,905,71.4,47.4,53.235,213,303,10-30
1069,4,261.29,0,71.54,903,69.5,52.5,59.49,214,304,10-31
1070,5,0.71,0.01,95.17,10,61,50.5,56.8,1,91,04-01
1071,5,326.13,0.01,77.71,974,58,43,52.01,2,92,04-02
1072,5,345.38,0,58.88,991,64.8,40.6,50.5,3,93,04-03
1073,5,315.17,0,59.79,966,75.8,42.1,57.07,4,94,04-04
1074,5,322.92,0,59.33,944,77.8,49.3,63.02,5,95,04-05
1075,5,307.79,0,68.58,946,75,47.7,60.95,6,96,04-06
1076,5,0,0.04,94.25,0,62.8,58.9,60.82,7,97,04-07
1077,5,44.79,0.02,93.79,347,66.4,58.4,60.42,8,98,04-08
1078,5,224.38,0,80.04,900,70.6,56.7,61.87,9,99,04-09
1079,5,281.96,0,71.13,918,76.8,54.6,62.75,10,100,04-10
1080,5,170,0,74.08,773,77.3,56.8,65.16,11,101,04-11
1081,5,3.42,0.02,86.92,30,65.1,53.1,59.51,12,102,04-12
1082,5,52.83,0,89.63,344,60,49,54.09,13,103,04-13
1083,5,306.75,0,69.17,983,65.2,42.8,51.74,14,104,04-14
1084,5,289.33,0,67.88,961,67.3,44.6,54.65,15,105,04-15
1085,5,385.33,0,50,1016,65.2,40.3,53.15,16,106,04-16
1086,5,338.63,0,53.71,992,72.6,37.8,53.59,17,107,04-17
1087,5,358.92,0,58.25,955,80.6,47.8,61.88,18,108,04-18
1088,5,362.83,0,54.5,956,80.8,51.4,64.88,19,109,04-19
1089,5,363.79,0,50.54,970,79.1,52.9,66.25,20,110,04-20
1090,5,347,0,54.58,945,80.7,52.2,66.21,21,111,04-21
1091,5,285.5,0.01,80,912,76.5,53.1,65.03,22,112,04-22
1092,5,350.29,0,73.46,969,65.7,52.5,58.59,23,113,04-23
1093,5,392.83,0,52.5,1011,55.3,35.1,45.53,24,114,04-24
1094,5,322.42,0,53.33,999,65.5,34.9,48.92,25,115,04-25
1095,5,13.04,0,71.42,103,56.3,45.5,51.4,26,116,04-26
1096,5,159.21,0,74.58,904,63.1,43.7,55.48,27,117,04-27
1097,5,279.67,0,59.04,965,69.6,38.5,53.51,28,118,04-28
1098,5,151.33,0,60.67,714,76.3,54.5,62.55,29,119,04-29
1099,5,0,0.01,89.71,0,65.8,56.2,61.17,30,120,04-30
1100,5,378.42,0,65.75,975,71,46.2,59.83,31,121,05-01
1101,5,376.92,0,48.17,970,70.9,45.1,57.41,32,122,05-02
1102,5,349.17,0,55.58,964,68.3,44.1,56.13,33,123,05-03
1103,5,371.63,0,52.5,970,69.8,44.2,55.71,34,124,05-04
1104,5,25.5,0,79.08,277,62.2,53.8,57.29,35,125,05-05
1105,5,238.08,0,68.38,948,71.9,47.8,58.5,36,126,05-06
1106,5,374.04,0,59.13,968,78,46.4,61.61,37,127,05-07
1107,5,354.92,0,50.58,935,84.6,56.2,68.9,38,128,05-08
1108,5,366.29,0,58.5,926,83.9,56.7,69.52,39,129,05-09
1109,5,224.75,0,51.67,948,82.9,60.8,71.14,40,130,05-10
1110,5,350.58,0,54.79,921,83,55.2,67.35,41,131,05-11
1111,5,331.17,0,61.33,922,88.7,57,71.58,42,132,05-12
1112,5,293.5,0,65.38,920,83.9,59.4,70.43,43,133,05-13
1113,5,284.63,0,77.33,849,83.1,62.8,70.84,44,134,05-14
1114,5,71.71,0.01,78,410,73.6,62.2,67.33,45,135,05-15
1115,5,385.75,0,57.88,967,77.1,48.6,63.35,46,136,05-16
1116,5,391.42,0,54,923,81.9,54.5,66.06,47,137,05-17
1117,5,320.67,0,75.88,897,79.7,56.8,67.7,48,138,05-18
1118,5,340.33,0,76.33,897,80.4,59.7,69.29,49,139,05-19
1119,5,235.71,0.01,83.08,837,79.9,64.4,70.05,50,140,05-20
1120,5,208.67,0,78.17,722,74.9,54.1,64.03,51,141,05-21
1121,5,285.79,0,71.46,921,81.2,54.2,66.28,52,142,05-22
1122,5,360.25,0,55.33,920,85.9,64.7,74.45,53,143,05-23
1123,5,391.46,0,47.58,940,79.5,58.5,69.16,54,144,05-24
1124,5,387.79,0,58.08,944,78,47.7,62.13,55,145,05-25
1125,5,382.75,0,55.96,937,81.6,49.5,64.38,56,146,05-26
1126,5,294.63,0,58.17,846,84.3,53.8,68.15,57,147,05-27
1127,5,138.17,0,63.5,559,79.9,54.1,67.04,58,148,05-28
1128,5,145.25,0,47.46,736,80.7,56.1,66.24,59,149,05-29
1129,5,21.83,0.04,83.79,154,68.3,56.7,61.02,60,150,05-30
1130,5,212.42,0,78.38,865,78.8,53.7,64.81,61,151,05-31
1131,5,0,0.03,94.67,0,67.4,58.4,61.25,62,152,06-01
1132,5,0.29,0.02,96.13,3,61.6,58,59.78,63,153,06-02
1133,5,9.13,0.01,94.33,68,70.4,59.4,62.43,64,154,06-03
1134,5,212.38,0,77.79,899,86.5,57.6,70.63,65,155,06-04
1135,5,306.54,0,77.21,910,93.7,64.4,76.97,66,156,06-05
1136,5,310.75,0,74,909,95.4,67.8,78.87,67,157,06-06
1137,5,221.08,0,73.13,815,88.8,63.1,75.43,68,158,06-07
1138,5,249.21,0.01,83.38,774,80.6,65.5,73.24,69,159,06-08
1139,5,196.5,0.01,86.67,728,88.3,66.9,74.05,70,160,06-09
1140,5,101.08,0.02,93.13,558,79.8,67.2,72.94,71,161,06-10
1141,5,23.25,0.01,87,284,78.1,67.8,71.66,72,162,06-11
1142,5,8.96,0.06,95.63,56,76.8,68.8,71.95,73,163,06-12
1143,5,297.29,0.05,80.5,916,89.3,71.8,78.59,74,164,06-13
1144,5,365.67,0,61.04,914,93.7,67.8,80.29,75,165,06-14
1145,5,378.75,0,59.25,916,91.2,69.8,79.91,76,166,06-15
1146,5,371.58,0,54.58,917,87.9,62.4,75.57,77,167,06-16
1147,5,314.63,0,51.58,937,83.7,64.9,73.58,78,168,06-17
1148,5,233.79,0,61.13,834,84.3,61.5,71.35,79,169,06-18
1149,5,286.38,0,64.54,765,83.1,60.1,71.13,80,170,06-19
1150,5,254.08,0.01,75,841,74.7,63.3,69.41,81,171,06-20
1151,5,335.58,0.01,74.13,890,81,62.6,70.25,82,172,06-21
1152,5,363.13,0,64.63,900,90,60.8,73.49,83,173,06-22
1153,5,353.08,0,55.29,897,88.5,66,76.24,84,174,06-23
1154,5,367.88,0,52.79,910,87.4,63.7,74.98,85,175,06-24
1155,5,282.42,0,59.46,884,85.7,65.7,74.29,86,176,06-25
1156,5,7.33,0,75.92,65,75.9,64.2,70.55,87,177,06-26
1157,5,194.5,0.02,82.67,706,87.8,68.2,75.48,88,178,06-27
1158,5,15.79,0.01,91.79,82,80.3,68,73.25,89,179,06-28
1159,5,287.75,0,81.46,833,90,66.1,75.47,90,180,06-29
1160,5,319.08,0,75.17,863,94.8,67.8,79.32,91,181,06-30
1161,5,307.92,0,59.42,890,94.1,71.8,82.25,92,182,07-01
1162,5,82.25,0,65.75,446,87.2,69.8,77.04,93,183,07-02
1163,5,134.17,0.01,74.54,602,85.9,68.3,75.33,94,184,07-03
1164,5,200.42,0,85.42,736,86.4,68.7,75.85,95,185,07-04
1165,5,342.46,0,76,888,90.2,68.9,78.35,96,186,07-05
1166,5,21.92,0,81,111,82.8,70,75.74,97,187,07-06
1167,5,21.5,0.04,87.67,321,78.1,66.9,71.61,98,188,07-07
1168,5,362.17,0,71.75,914,90.7,61,74.39,99,189,07-08
1169,5,358.54,0,67.04,902,90,65,76.29,100,190,07-09
1170,5,44.21,0,75.29,263,83.6,68.7,74.68,101,191,07-10
1171,5,50.79,0.08,95.92,262,79.5,71.2,74.15,102,192,07-11
1172,5,281.42,0.02,85.83,874,86,72.5,77.85,103,193,07-12
1173,5,313.33,0.02,84.33,850,84,71.2,77.18,104,194,07-13
1174,5,291.38,0.01,85.5,859,85.9,71.3,76.85,105,195,07-14
1175,5,138.63,0,85.63,716,87.3,68,75.68,106,196,07-15
1176,5,32.29,0.01,89.67,191,82.5,68.4,74.18,107,197,07-16
1177,5,330.83,0,74.42,900,92.5,69.4,79.75,108,198,07-17
1178,5,329.17,0,61.04,855,93.8,69.6,81.13,109,199,07-18
1179,5,344.92,0,68.67,882,94.9,70.9,82.27,110,200,07-19
1180,5,82.17,0,67.13,614,93,70.3,79.03,111,201,07-20
1181,5,310.96,0,63.17,826,98.4,72.1,82.18,112,202,07-21
1182,5,310.79,0,60.13,897,97.9,70.7,82.45,113,203,07-22
1183,5,342.04,0,61.5,904,93.3,70.5,81.15,114,204,07-23
1184,5,344.96,0,53.71,899,95.5,68.9,80.58,115,205,07-24
1185,5,346.46,0,58.42,904,99.7,67.8,81.36,116,206,07-25
1186,5,352.25,0,54.5,917,102.7,71.8,85.42,117,207,07-26
1187,5,349.88,0,47.54,923,100.2,73.4,85.94,118,208,07-27
1188,5,261.5,0,56.63,882,98,72.7,83.57,119,209,07-28
1189,5,1.92,0.03,89.46,19,84.2,68.5,72.07,120,210,07-29
1190,5,34.17,0.01,90.38,253,79.5,67.3,72.24,121,211,07-30
1191,5,0.71,0.03,95.79,6,73.6,67.1,70.32,122,212,07-31
1192,5,267.25,0,81.29,871,85.3,67.6,74.28,123,213,08-01
1193,5,345.75,0,61.54,912,87.9,65.1,75.21,124,214,08-02
1194,5,346,0,51.92,912,91.9,64.4,77.55,125,215,08-03
1195,5,336.21,0,55.04,908,95.9,68.4,79.75,126,216,08-04
1196,5,333.63,0,53.96,907,94.5,69.3,79.72,127,217,08-05
1197,5,95.42,0,67.96,362,87.5,69.5,76.58,128,218,08-06
1198,5,26.38,0.01,80.75,231,80.3,67.8,73.18,129,219,08-07
1199,5,116.96,0.01,83.29,431,78.8,66.9,72.6,130,220,08-08
1200,5,282.67,0.01,86.29,846,87.1,68.2,75.39,131,221,08-09
1201,5,322.21,0,76.79,869,92.6,67.5,78.27,132,222,08-10
1202,5,245.33,0,64.04,843,91.3,69.4,78.57,133,223,08-11
1203,5,329.25,0,65.13,917,93.2,66.6,78.95,134,224,08-12
1204,5,332.17,0,64.75,882,96.1,68.2,79.96,135,225,08-13
1205,5,320.79,0,67.63,874,93.6,69.1,79.93,136,226,08-14
1206,5,310.33,0,64,871,96.1,71.4,82.25,137,227,08-15
1207,5,324.63,0,60.88,878,95.9,70.9,82.66,138,228,08-16
1208,5,156.83,0,67.75,701,86,71.8,79.04,139,229,08-17
1209,5,112.88,0.01,81.46,567,87.6,70.3,75.97,140,230,08-18
1210,5,324.21,0,71.5,878,97,66.7,80.06,141,231,08-19
1211,5,325.79,0,57.58,878,101.3,71.4,83.9,142,232,08-20
1212,5,328.17,0,56.79,910,100.2,74.7,85.28,143,233,08-21
1213,5,311.75,0,50.63,876,95,73.8,82.75,144,234,08-22
1214,5,215.67,0,64.08,691,89.8,69.8,77.8,145,235,08-23
1215,5,174,0,72.29,764,87.5,70,77.43,146,236,08-24
1216,5,280.29,0,65.29,900,85.9,68.4,76.38,147,237,08-25
1217,5,286.5,0,63.67,904,84.6,64.8,73.33,148,238,08-26
1218,5,301.29,0,59.67,882,88.7,63.1,74.52,149,239,08-27
1219,5,305.83,0,66.54,879,89.8,65.7,76.5,150,240,08-28
1220,5,146.25,0,62.79,740,89.6,71.4,77.6,151,241,08-29
1221,5,5.29,0.08,95.13,78,78.3,73.1,74.78,152,242,08-30
1222,5,314.83,0,65.08,918,89.8,67.6,77.52,153,243,08-31
1223,5,317.46,0,56.04,918,92.9,64,76.15,154,244,09-01
1224,5,313,0,52.96,919,92.3,64.6,75.97,155,245,09-02
1225,5,328.67,0,48.33,944,90,64.8,75.73,156,246,09-03
1226,5,316.46,0,45.5,923,85.6,63.9,72.86,157,247,09-04
1227,5,317.83,0,53.63,923,82,63,71.71,158,248,09-05
1228,5,297.33,0,52.25,933,80.6,62.6,70.11,159,249,09-06
1229,5,324.25,0,51,951,83.4,61.2,71.1,160,250,09-07
1230,5,312.42,0,56.29,914,86.7,62.6,73.4,161,251,09-08
1231,5,322.58,0,49.75,940,86.7,59.7,70.9,162,252,09-09
1232,5,313.13,0,42.83,930,86.8,63,72.88,163,253,09-10
1233,5,308.88,0,52,918,84.8,64,73.57,164,254,09-11
1234,5,315.29,0,44.96,933,87.6,61,72.19,165,255,09-12
1235,5,307.42,0,43.58,929,90.5,64.9,74.9,166,256,09-13
1236,5,215.58,0,50.29,817,90.4,68.4,77.33,167,257,09-14
1237,5,276.96,0,47.54,908,95.4,66.7,78.97,168,258,09-15
1238,5,265.58,0,55.17,850,94.1,70.9,80.56,169,259,09-16
1239,5,314.46,0,63.13,909,90.4,65.5,77.76,170,260,09-17
1240,5,311.58,0,56.79,920,92.5,61.9,75.49,171,261,09-18
1241,5,303.5,0,49.33,914,91,66.2,75.55,172,262,09-19
1242,5,292.58,0,61,896,91.5,61,75.88,173,263,09-20
1243,5,302.92,0,53.08,914,89.7,67.6,77.95,174,264,09-21
1244,5,266.08,0,64.71,872,89.2,66,75.73,175,265,09-22
1245,5,245.54,0,68.92,914,92.1,62.4,75.25,176,266,09-23
1246,5,202.88,0,59.46,858,89.2,63.9,75.98,177,267,09-24
1247,5,268.75,0,64.42,890,87.9,68.9,77.58,178,268,09-25
1248,5,4.79,0,70.88,42,77.5,69.1,73.58,179,269,09-26
1249,5,307,0,70.83,913,87,64.6,74.06,180,270,09-27
1250,5,220.92,0,58.13,841,81.5,62.2,70.8,181,271,09-28
1251,5,212.25,0,79.88,860,87,62,72.3,182,272,09-29
1252,5,289.33,0,54.17,922,75.6,59.2,66.68,183,273,09-30
1253,5,300.04,0,64.13,894,82.7,55.7,66.36,184,274,10-01
1254,5,315.88,0,68.92,942,84.1,63,71.18,185,275,10-02
1255,5,308.75,0,60.33,930,82.7,61.9,70.17,186,276,10-03
1256,5,289.79,0,55.83,910,82.7,65,72.25,187,277,10-04
1257,5,249.33,0,64.04,893,80.1,64.6,71.51,188,278,10-05
1258,5,0,0.05,89.25,0,72.9,67.8,69.25,189,279,10-06
1259,5,3.96,0.03,94.5,45,75.8,68.3,70.45,190,280,10-07
1260,5,162.92,0.01,80.96,771,82.5,62.8,70.73,191,281,10-08
1261,5,211,0,74.04,853,77.3,59.1,66.7,192,282,10-09
1262,5,3.83,0,90.88,35,70.2,62.8,65.39,193,283,10-10
1263,5,124.08,0,86.33,797,75.5,62.2,67.67,194,284,10-11
1264,5,117.54,0,81.54,710,73.2,62.2,67.7,195,285,10-12
1265,5,168.79,0,81.13,860,78.4,60.1,66.6,196,286,10-13
1266,5,295.96,0,68.42,941,80.1,53.6,65.64,197,287,10-14
1267,5,296,0,62.63,943,79.7,53.3,64.43,198,288,10-15
1268,5,303.75,0,49.54,968,76.2,50.4,61.64,199,289,10-16
1269,5,299.13,0,48.96,961,73.4,44.5,57.45,200,290,10-17
1270,5,279.96,0,44.88,941,81.7,48,61.18,201,291,10-18
1271,5,282.17,0,57,921,84.3,57,68.07,202,292,10-19
1272,5,270.71,0,56.58,924,84.3,61.8,70.34,203,293,10-20
1273,5,213.13,0,65.29,711,81.4,56.3,67.75,204,294,10-21
1274,5,276.33,0,69.33,857,72.1,58.2,65.1,205,295,10-22
1275,5,285.5,0,63.21,949,67.2,42,53.11,206,296,10-23
1276,5,304.46,0,57.08,982,59,44.7,51.4,207,297,10-24
1277,5,271.25,0,59.46,976,56.6,41.6,46.75,208,298,10-25
1278,5,285.21,0,66.83,957,61.8,35.7,46.42,209,299,10-26
1279,5,274.71,0,60.92,948,60.2,38.8,46.79,210,300,10-27
1280,5,280.67,0,61.21,947,63.1,39.6,48.19,211,301,10-28
1281,5,300.88,0,55.04,982,63.4,36,47.55,212,302,10-29
1282,5,297,0,50.79,985,69.1,35,49.715,213,303,10-30
1283,5,293.38,0,54.63,987,71.2,40.5,51.88,214,304,10-31
1284,6,109.42,0,86.08,706,70.8,55,60.92,1,91,04-01
1285,6,316.54,0,71.33,968,79.5,45.9,60.15,2,92,04-02
1286,6,0.13,0.02,84.13,2,66.8,51,56.74,3,93,04-03
1287,6,51,0,92,487,67.9,54.1,57.82,4,94,04-04
1288,6,136.25,0,81.63,782,67.6,48.9,55.15,5,95,04-05
1289,6,333.63,0,64.75,981,74.9,42.2,57.03,6,96,04-06
1290,6,338.25,0,73.46,961,77.1,47,60.35,7,97,04-07
1291,6,180.54,0,79.17,811,82.1,58.4,67.53,8,98,04-08
1292,6,241.71,0,74.42,870,85.8,64.4,72.29,9,99,04-09
1293,6,298.38,0,68.25,939,85.8,63.2,73.08,10,100,04-10
1294,6,171.83,0.05,90.79,674,76.2,62.4,69.76,11,101,04-11
1295,6,363.75,0,74.38,979,72.3,45.7,58.3,12,102,04-12
1296,6,359.38,0,57.17,973,78.9,45.5,60.84,13,103,04-13
1297,6,6,0.03,90.08,144,67.3,55.7,59.03,14,104,04-14
1298,6,39.67,0,93,410,80.4,58.7,65.68,15,105,04-15
1299,6,341.88,0,76.42,932,87.7,67.1,75.47,16,106,04-16
1300,6,187.38,0,71.92,708,88.2,66.1,75.05,17,107,04-17
1301,6,331.88,0,71.79,908,85.1,64.6,73.81,18,108,04-18
1302,6,0.08,0.03,88.04,2,76,48.3,60.52,19,109,04-19
1303,6,379.96,0,65.25,1007,68.4,36.9,51.23,20,110,04-20
1304,6,377.21,0,56.33,994,74.4,43.6,57.07,21,111,04-21
1305,6,92.17,0,76.42,667,74,51.3,60.9,22,112,04-22
1306,6,161.75,0,82.13,718,78.9,55.2,64.7,23,113,04-23
1307,6,135.17,0.02,88.13,833,79.8,59.1,65.83,24,114,04-24
1308,6,328.29,0,76.63,941,73.9,50.9,60.27,25,115,04-25
1309,6,358.79,0,52.04,960,83.9,49.5,63.6,26,116,04-26
1310,6,345.63,0,65.38,936,85.6,55.9,70.97,27,117,04-27
1311,6,51.13,0.02,86.71,473,76.9,66,69.82,28,118,04-28
1312,6,121.96,0.02,89.75,687,80.2,62.2,67.71,29,119,04-29
1313,6,137.67,0.01,91.13,632,75.6,57.2,67.08,30,120,04-30
1314,6,27.33,0.03,97.25,288,70.5,65.1,67.28,31,121,05-01
1315,6,9.46,0.03,95.46,79,71.2,62.2,65.5,32,122,05-02
1316,6,6.42,0.01,95.17,89,70.8,59,64.86,33,123,05-03
1317,6,388.96,0.01,70.13,998,68.3,42.1,53.55,34,124,05-04
1318,6,274.88,0,64.88,997,62.3,42.8,53.85,35,125,05-05
1319,6,39.67,0,76.29,466,69,44.5,53.88,36,126,05-06
1320,6,109.83,0,84.46,706,72.9,51.9,60.87,37,127,05-07
1321,6,276.33,0,74.88,930,82.4,49.8,65.8,38,128,05-08
1322,6,330.38,0,70.75,906,84.5,54.3,70.62,39,129,05-09
1323,6,19.04,0,79.25,277,74.7,62.5,68.04,40,130,05-10
1324,6,66.71,0.01,89.42,498,74.8,61.6,67.99,41,131,05-11
1325,6,188.13,0,80.42,557,77.9,57,67.24,42,132,05-12
1326,6,384.04,0,50.46,986,77,48,62.3,43,133,05-13
1327,6,368.92,0,60.67,947,85.2,48.8,65.18,44,134,05-14
1328,6,337.92,0,64.21,928,86.1,56.3,70.72,45,135,05-15
1329,6,78.38,0,66.29,460,80.9,61.5,70.32,46,136,05-16
1330,6,344.5,0.01,78.58,890,86.2,64.7,74.24,47,137,05-17
1331,6,346.08,0,76.58,928,91.6,68.2,77.55,48,138,05-18
1332,6,115,0,73.88,508,88,68.4,77.17,49,139,05-19
1333,6,338.38,0,70.42,913,92.4,68.7,78.8,50,140,05-20
1334,6,351.46,0,67,933,92.6,62.6,77.95,51,141,05-21
1335,6,286,0.04,73.29,897,92.7,66,75.97,52,142,05-22
1336,6,196.04,0.04,80.29,839,90.3,66.1,74.45,53,143,05-23
1337,6,344.63,0,63.92,894,86,66.4,74.66,54,144,05-24
1338,6,377.92,0,51.29,981,89.5,55.2,70.92,55,145,05-25
1339,6,342.33,0,61.54,948,88.8,58.3,72.73,56,146,05-26
1340,6,354.75,0,65.96,929,89.6,64.2,75.53,57,147,05-27
1341,6,271.04,0,68.04,927,88.3,59.7,73.22,58,148,05-28
