Performance_Record,ADNI,AP,ARH,MDNI,MaxSur,MinSur,AvgSur,Day,Julian_date,date,Maturity_Group,Genotype_ID,State,Year,Location,Yield
7,160.17,0,57.75,805,84.900000000000006,65.700000000000003,75.099999999999994,106,196,2021-07-15 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,370.96,0,59.539999999999999,918,97.400000000000006,63.5,77.879999999999995,107,197,2021-07-16 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,321.79,0,61.630000000000003,908,100.3,73.900000000000006,84.659999999999997,108,198,2021-07-17 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,389.5,0,70.709999999999994,924,85.799999999999997,59.399999999999999,72.719999999999999,97,187,2021-07-06 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,201.13,0.01,83,574,82.900000000000006,62.5,71.609999999999999,98,188,2021-07-07 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,242.13,0,73.079999999999998,769,79.400000000000006,59.899999999999999,69.420000000000002,99,189,2021-07-08 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,366,0,64.170000000000002,919,85.799999999999997,57.100000000000001,70.950000000000003,100,190,2021-07-09 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,314.29,0,56.5,914,90.5,65.400000000000006,75.239999999999995,101,191,2021-07-10 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,383.75,0.01,64.379999999999995,920,86.599999999999994,66.900000000000006,77.930000000000007,102,192,2021-07-11 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,388.46,0,57.75,915,87.200000000000003,60.100000000000001,72.579999999999998,91,181,2021-06-30 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,394.17,0,55.380000000000003,925,86.099999999999994,62.399999999999999,74.5,92,182,2021-07-01 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,325.58,0,50.880000000000003,910,90.099999999999994,68.900000000000006,78.650000000000006,93,183,2021-07-02 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,333.54,0,59.460000000000001,909,86.900000000000006,73.799999999999997,81.109999999999999,94,184,2021-07-03 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,105.75,0.03,80.75,705,82.700000000000003,66.400000000000006,73.290000000000006,95,185,2021-07-04 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,116,0,82.959999999999994,651,81.599999999999994,57.700000000000003,67.939999999999998,96,186,2021-07-05 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,388.13,0,69.290000000000006,916,81.900000000000006,57.399999999999999,70.170000000000002,85,175,2021-06-24 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,393.79,0,62.130000000000003,925,95.799999999999997,65.799999999999997,77.430000000000007,86,176,2021-06-25 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,371.33,0,49.130000000000003,932,96.900000000000006,75.900000000000006,85.980000000000004,87,177,2021-06-26 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,340.33,0,56.920000000000002,897,93.900000000000006,70.700000000000003,79.480000000000004,88,178,2021-06-27 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,379.58,0,54.289999999999999,914,87.200000000000003,61.799999999999997,73.950000000000003,89,179,2021-06-28 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,381.38,0,60.710000000000001,908,82.799999999999997,61.700000000000003,73.150000000000006,90,180,2021-06-29 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,310.79,0,61.130000000000003,872,91.400000000000006,65.099999999999994,76.180000000000007,79,169,2021-06-18 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,320.46,0,54.920000000000002,909,89.900000000000006,59.5,73.120000000000005,80,170,2021-06-19 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,152.75,0,79.329999999999998,868,84.900000000000006,66,73.280000000000001,81,171,2021-06-20 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,358.29,0.02,81.75,918,86.900000000000006,67.599999999999994,75.379999999999995,82,172,2021-06-21 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,345.67,0,72.790000000000006,915,92.900000000000006,70.5,78.530000000000001,83,173,2021-06-22 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,385.5,0.01,65.709999999999994,922,91.5,69.599999999999994,76.510000000000005,84,174,2021-06-23 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,229.92,0.01,80.790000000000006,721,83.200000000000003,69.099999999999994,74.060000000000002,73,163,2021-06-12 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,6.25,0.1,89.959999999999994,116,75.799999999999997,60.399999999999999,65.200000000000003,74,164,2021-06-13 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,72.83,0.01,87.25,311,70.400000000000006,62.799999999999997,66.319999999999993,75,165,2021-06-14 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,356.17,0,71.709999999999994,918,80.700000000000003,53.200000000000003,66.530000000000001,76,166,2021-06-15 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,379.17,0.01,67.579999999999998,924,85.599999999999994,59.399999999999999,71.609999999999999,77,167,2021-06-16 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,369.5,0,62.920000000000002,923,93.099999999999994,72.599999999999994,80.569999999999993,78,168,2021-06-17 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,66.54,0,49.710000000000001,487,82.599999999999994,61.299999999999997,70.730000000000004,67,157,2021-06-06 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,253,0,57.75,809,85.5,59.200000000000003,69.480000000000004,68,158,2021-06-07 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,193.67,0,64.540000000000006,721,84.5,68.400000000000006,74.430000000000007,69,159,2021-06-08 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,323.63,0,57.880000000000003,898,83.799999999999997,55.399999999999999,71.640000000000001,70,160,2021-06-09 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,141.17,0.03,68.290000000000006,713,89.299999999999997,67.799999999999997,75.569999999999993,71,161,2021-06-10 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,180.13,0,69.420000000000002,585,87.5,70.5,78.219999999999999,72,162,2021-06-11 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,401.79,0,48.920000000000002,956,81.200000000000003,47.5,65.530000000000001,61,151,2021-05-31 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,366.71,0,55.079999999999998,876,93.200000000000003,62.799999999999997,75.549999999999997,62,152,2021-06-01 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,297.54,0,65.040000000000006,861,92.400000000000006,60.399999999999999,69.370000000000005,63,153,2021-06-02 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,286.88,0,55.880000000000003,810,86.400000000000006,56.700000000000003,69.079999999999998,64,154,2021-06-03 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,276.71,0,45.039999999999999,825,95.700000000000003,68.900000000000006,80.099999999999994,65,155,2021-06-04 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,276.13,0,54.829999999999998,850,92.599999999999994,70.5,80.340000000000003,66,156,2021-06-05 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,99.5,0.02,75.170000000000002,635,79.799999999999997,63.899999999999999,69.969999999999999,55,145,2021-05-25 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,374.46,0.01,80.459999999999994,916,77.700000000000003,60.600000000000001,68.609999999999999,56,146,2021-05-26 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,380.58,0,74.129999999999995,922,84.700000000000003,60.799999999999997,71.420000000000002,57,147,2021-05-27 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,379.63,0,60,923,87.700000000000003,64.200000000000003,75.689999999999998,58,148,2021-05-28 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,380.46,0,52.670000000000002,923,88.700000000000003,65.5,77.079999999999998,59,149,2021-05-29 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,167.21,0.01,62.789999999999999,748,84.599999999999994,57.399999999999999,69.670000000000002,60,150,2021-05-30 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,3.75,0.04,76.079999999999998,85,69.599999999999994,54.100000000000001,58.719999999999999,49,139,2021-05-19 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,0.08,0.03,92.170000000000002,1,58.100000000000001,52,54.579999999999998,50,140,2021-05-20 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,368,0,78.170000000000002,935,76.200000000000003,48.700000000000003,59.5,51,141,2021-05-21 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,204.04,0,68.670000000000002,851,88.700000000000003,62.600000000000001,72.560000000000002,52,142,2021-05-22 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,313.79,0,63.920000000000002,877,90.799999999999997,71.400000000000006,79.219999999999999,53,143,2021-05-23 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,94.21,0,61.5,707,87.400000000000006,72.299999999999997,77.879999999999995,54,144,2021-05-24 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,390.29,0,72.920000000000002,982,61.399999999999999,40.5,48.350000000000001,43,133,2021-05-13 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,403.83,0,48.289999999999999,975,70,42.399999999999999,55.600000000000001,44,134,2021-05-14 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,207.21,0,51.710000000000001,706,72.299999999999997,51.399999999999999,60.509999999999998,45,135,2021-05-15 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,30.04,0,71.379999999999995,258,66.799999999999997,49.600000000000001,56.350000000000001,46,136,2021-05-16 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,347.42,0,75.670000000000002,938,71,48.399999999999999,58.100000000000001,47,137,2021-05-17 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,372.25,0,65.579999999999998,950,73.599999999999994,48.399999999999999,61,48,138,2021-05-18 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,343.42,0.02,60.539999999999999,1004,67,41.700000000000003,51.810000000000002,37,127,2021-05-07 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,415.21,0,42.170000000000002,1005,59.899999999999999,37.600000000000001,47.329999999999998,38,128,2021-05-08 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,348.83,0,43,964,64.799999999999997,44.200000000000003,53.109999999999999,39,129,2021-05-09 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,3.38,0.01,75.329999999999998,81,62.100000000000001,48.200000000000003,50.649999999999999,40,130,2021-05-10 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,234.96,0,78.879999999999995,868,59.5,44.700000000000003,50.25,41,131,2021-05-11 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,11.88,0.02,85.959999999999994,285,55.399999999999999,42.799999999999997,45.93,42,132,2021-05-12 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,379.33,0,39.210000000000001,1005,68.299999999999997,45.399999999999999,56.350000000000001,31,121,2021-05-01 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,231.08,0,36.460000000000001,997,71.099999999999994,46.299999999999997,58.780000000000001,32,122,2021-05-02 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,283.46,0,40.670000000000002,1001,68.400000000000006,45.5,58.049999999999997,33,123,2021-05-03 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,303.63,0,30.329999999999998,976,84.400000000000006,57.200000000000003,66.730000000000004,34,124,2021-05-04 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,416.42,0,25.289999999999999,1007,68.400000000000006,47.700000000000003,59.68,35,125,2021-05-05 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,289,0,39.710000000000001,931,69.5,48.600000000000001,56.799999999999997,36,126,2021-05-06 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,238.71,0,69.25,790,63.200000000000003,50.700000000000003,56.200000000000003,25,115,2021-04-25 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,189.5,0,54.630000000000003,749,59.600000000000001,41.899999999999999,49.329999999999998,26,116,2021-04-26 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,255.42,0,62.420000000000002,920,66.599999999999994,40.600000000000001,48.810000000000002,27,117,2021-04-27 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,375.75,0,47,974,74.099999999999994,48.399999999999999,57.850000000000001,28,118,2021-04-28 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,342.46,0,44.329999999999998,951,77.099999999999994,57.600000000000001,68.370000000000005,29,119,2021-04-29 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,297.42,0.02,63.789999999999999,957,69.599999999999994,48.600000000000001,57.280000000000001,30,120,2021-04-30 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,200.92,0,49,611,66.5,41.700000000000003,53.600000000000001,19,109,2021-04-19 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,132.42,0,56.420000000000002,744,64,46.799999999999997,55.880000000000003,20,110,2021-04-20 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,109.71,0,79.790000000000006,851,68.700000000000003,49.700000000000003,56.780000000000001,21,111,2021-04-21 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,37.29,0,73.959999999999994,274,65.400000000000006,50.5,56.700000000000003,22,112,2021-04-22 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,92.67,0.03,86.790000000000006,680,69.400000000000006,53.700000000000003,58.399999999999999,23,113,2021-04-23 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,224.54,0,58.539999999999999,915,68.700000000000003,50,59.240000000000002,24,114,2021-04-24 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,357,0,52.829999999999998,956,77.5,61.299999999999997,69.599999999999994,13,103,2021-04-13 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,14.08,0.01,57.920000000000002,209,73.900000000000006,61.299999999999997,66.959999999999994,14,104,2021-04-14 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,243.92,0.01,63.789999999999999,941,73.700000000000003,58.799999999999997,66.200000000000003,15,105,2021-04-15 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,261.42,0,58.880000000000003,765,67.400000000000006,45.899999999999999,55.100000000000001,16,106,2021-04-16 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,401.25,0,43.170000000000002,1015,63.399999999999999,37.200000000000003,50.130000000000003,17,107,2021-04-17 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,278.67,0,45.380000000000003,730,64.200000000000003,41,51.590000000000003,18,108,2021-04-18 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,112.46,0.03,79.379999999999995,769,51.799999999999997,35.899999999999999,43.509999999999998,7,97,2021-04-07 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,327.88,0,56.75,988,61.299999999999997,36.299999999999997,46.100000000000001,8,98,2021-04-08 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,362.54,0,44.25,992,69.799999999999997,43.5,54.200000000000003,9,99,2021-04-09 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,337.67,0,55.039999999999999,974,65.400000000000006,43.5,54.5,10,100,2021-04-10 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,356.04,0,57.130000000000003,963,74,45.100000000000001,56.609999999999999,11,101,2021-04-11 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
7,253.46,0,70.25,860,81.099999999999994,57.600000000000001,67.230000000000004,12,102,2021-04-12 00:00:00.0000000,1,3846,"NE",2010,102,96.099999999999994
8,278.17,0,76.75,987,58.799999999999997,40.200000000000003,48.93,1,91,2021-04-01 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,329.58,0,70.379999999999995,977,67.400000000000006,45.399999999999999,54.380000000000003,2,92,2021-04-02 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,327.08,0,57.789999999999999,963,72.599999999999994,43.5,58.280000000000001,3,93,2021-04-03 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,326.04,0,61.329999999999998,940,80.900000000000006,55.100000000000001,65.180000000000007,4,94,2021-04-04 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,296.92,0.02,70.959999999999994,977,71.5,51,62.68,5,95,2021-04-05 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,343.42,0,56.130000000000003,980,67,41.600000000000001,53.920000000000002,6,96,2021-04-06 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,211.83,0,72.420000000000002,897,73,59.200000000000003,64.439999999999998,211,301,2021-10-28 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,158.33,0,72.5,839,60.899999999999999,47.600000000000001,53.789999999999999,212,302,2021-10-29 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,287.21,0,52.880000000000003,961,60,40,50.149999999999999,213,303,2021-10-30 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,0,0,66,0,49.799999999999997,43.600000000000001,46.509999999999998,214,304,2021-10-31 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,283.96,0,63.829999999999998,949,64.900000000000006,45.200000000000003,52.780000000000001,205,295,2021-10-22 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,280.21,0,64.75,937,67.700000000000003,46.5,55.329999999999998,206,296,2021-10-23 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,278.29,0,64.920000000000002,939,70,49,57.579999999999998,207,297,2021-10-24 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,280.96,0,57.630000000000003,937,73.900000000000006,53.600000000000001,60.579999999999998,208,298,2021-10-25 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,280.92,0,66.629999999999995,935,76.5,49.899999999999999,61.189999999999998,209,299,2021-10-26 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,225.33,0,68.459999999999994,925,77,57.799999999999997,65.269999999999996,210,300,2021-10-27 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,285.08,0,45.420000000000002,948,78.700000000000003,52.700000000000003,65.030000000000001,199,289,2021-10-16 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,285.29,0,53.920000000000002,934,83.099999999999994,57.100000000000001,67.310000000000002,200,290,2021-10-17 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,141.42,0.04,77.25,823,80,58.899999999999999,67.090000000000003,201,291,2021-10-18 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,23.67,0.02,90.25,258,72.099999999999994,54.299999999999997,67.219999999999999,202,292,2021-10-19 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,208.63,0,64.420000000000002,816,59.899999999999999,45.799999999999997,51.579999999999998,203,293,2021-10-20 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,292.25,0,66.25,955,62.5,43.700000000000003,51.670000000000002,204,294,2021-10-21 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,0,0.01,88.459999999999994,0,67.700000000000003,63.5,65.840000000000003,193,283,2021-10-10 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,0,0.02,94.129999999999995,0,66.099999999999994,62.399999999999999,64.299999999999997,194,284,2021-10-11 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,15.92,0,92,210,76.799999999999997,63.600000000000001,67.170000000000002,195,285,2021-10-12 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,228.46,0,82.209999999999994,907,76.599999999999994,65,69.510000000000005,196,286,2021-10-13 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,304.21,0.01,70.079999999999998,944,75.900000000000006,57.899999999999999,65.859999999999999,197,287,2021-10-14 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,293.46,0,46.130000000000003,937,79.599999999999994,59.700000000000003,67.209999999999994,198,288,2021-10-15 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,309,0,49.960000000000001,948,75.299999999999997,49.299999999999997,59.920000000000002,187,277,2021-10-04 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,308.21,0,60.630000000000003,936,78.799999999999997,52.200000000000003,63.079999999999998,188,278,2021-10-05 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,301.38,0,57.789999999999999,932,78.5,56.600000000000001,65.700000000000003,189,279,2021-10-06 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,297.67,0,55.289999999999999,919,76.299999999999997,56.399999999999999,65.640000000000001,190,280,2021-10-07 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,259.83,0,55.539999999999999,893,76.5,57.700000000000003,65.590000000000003,191,281,2021-10-08 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,109.75,0,60.460000000000001,594,76.599999999999994,61.200000000000003,66.810000000000002,192,282,2021-10-09 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,203.54,0.01,86.290000000000006,875,85.099999999999994,72.700000000000003,76.519999999999996,181,271,2021-09-28 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,303.58,0,74.709999999999994,924,84.299999999999997,65.799999999999997,73.700000000000003,182,272,2021-09-29 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,298.04,0,56.5,921,84.900000000000006,64.5,72.75,183,273,2021-09-30 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,315.17,0,45.420000000000002,970,72.299999999999997,55.700000000000003,63.020000000000003,184,274,2021-10-01 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,313.25,0,50.210000000000001,956,68.599999999999994,47.299999999999997,56.880000000000003,185,275,2021-10-02 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,318.67,0,45.25,977,72.5,48.200000000000003,58.659999999999997,186,276,2021-10-03 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,23.17,0.02,92.829999999999998,148,80,70.200000000000003,73.819999999999993,175,265,2021-09-22 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,164.42,0.02,90.420000000000002,764,81.700000000000003,70.099999999999994,74.709999999999994,176,266,2021-09-23 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,154.38,0.01,88.959999999999994,743,84,68.799999999999997,75.040000000000006,177,267,2021-09-24 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,94.75,0.02,92.040000000000006,646,82.400000000000006,70,74.469999999999999,178,268,2021-09-25 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,282.75,0.01,89.129999999999995,876,84.700000000000003,69.200000000000003,75.810000000000002,179,269,2021-09-26 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,67.63,0.01,92.040000000000006,511,83.200000000000003,72,75.609999999999999,180,270,2021-09-27 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,13.71,0,61.460000000000001,231,82.5,59.799999999999997,67.780000000000001,169,259,2021-09-16 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,83.5,0,78,484,70.400000000000006,55.399999999999999,60.789999999999999,170,260,2021-09-17 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,173.33,0,69.670000000000002,738,77.099999999999994,59.700000000000003,65.329999999999998,171,261,2021-09-18 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,193.08,0,64.329999999999998,805,85.900000000000006,57.600000000000001,68.140000000000001,172,262,2021-09-19 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,26.83,0.02,83.329999999999998,246,78.400000000000006,66.400000000000006,71.079999999999998,173,263,2021-09-20 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,221.88,0.04,91.829999999999998,766,81.799999999999997,68.900000000000006,73.890000000000001,174,264,2021-09-21 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,321.54,0,43.130000000000003,924,91.900000000000006,62.100000000000001,75.930000000000007,163,253,2021-09-10 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,316.08,0,46.170000000000002,932,98.299999999999997,59,76.319999999999993,164,254,2021-09-11 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,315.17,0,48.579999999999998,929,95.299999999999997,64,78.989999999999995,165,255,2021-09-12 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,226.83,0,43.670000000000002,927,103.09999999999999,61,77.590000000000003,166,256,2021-09-13 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,281.54,0,58.130000000000003,911,97.900000000000006,62.799999999999997,79.849999999999994,167,257,2021-09-14 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,174.33,0,54.670000000000002,846,95.599999999999994,69.400000000000006,80.650000000000006,168,258,2021-09-15 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,142.67,0,65.670000000000002,727,94.799999999999997,67.799999999999997,79.780000000000001,157,247,2021-09-04 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,133.25,0.02,83.459999999999994,574,88.599999999999994,72.099999999999994,77.640000000000001,158,248,2021-09-05 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,5.96,0.01,80.829999999999998,100,82.099999999999994,74.700000000000003,77.909999999999997,159,249,2021-09-06 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,291.21,0,62.880000000000003,901,82.700000000000003,59,70.25,160,250,2021-09-07 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,319.29,0,60.079999999999998,921,88.400000000000006,58.600000000000001,72.799999999999997,161,251,2021-09-08 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,319.42,0,55.210000000000001,924,87.299999999999997,62.200000000000003,73.760000000000005,162,252,2021-09-09 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,218.13,0,46.130000000000003,905,104.5,69.299999999999997,81.299999999999997,151,241,2021-08-29 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,254.63,0,65.629999999999995,911,92.799999999999997,68,80.079999999999998,152,242,2021-08-30 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,320.42,0,61.25,905,94.799999999999997,68.900000000000006,80.680000000000007,153,243,2021-08-31 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,292.29,0,58.380000000000003,910,94.799999999999997,59,77.810000000000002,154,244,2021-09-01 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
8,289.88,0,53.670000000000002,903,102.40000000000001,62.399999999999999,82.090000000000003,155,245,2021-09-02 00:00:00.0000000,8,1597,"SC",2011,20,50.600000000000001
